Row Labels;Sum of daily unique entries
17;134
18;144
19;91
20;3
23;1
10 April 2018;568
6;1
7;44
8;75
9;80
10;60
11;48
12;91
13;93
14;76
15;80
16;103
17;136
18;183
19;109
20;19
22;1
11 April 2018;533
6;1
7;48
8;65
9;47
10;61
11;77
12;103
13;101
14;63
15;66
16;76
17;124
18;146
19;107
20;33
12 April 2018;494
6;5
7;46
8;67
9;50
10;63
11;60
12;77
13;100
14;78
15;58
16;85
17;117
18;133
19;89
20;3
13 April 2018;503
4;0
6;1
7;41
8;56
9;72
10;54
11;65
12;111
13;87
14;81
15;59
16;85
17;114
18;110
19;80
20;11
14 April 2018;200
7;2
8;17
9;39
10;42
11;45
12;58
13;60
14;73
15;54
16;30
15 April 2018;203
2;0
7;4
8;15
9;22
10;39
11;56
12;67
13;53
14;69
15;59
16;19
16 April 2018;563
6;1
7;41
8;84
9;76
10;53
11;69
12;91
13;93
14;79
15;64
16;78
17;140
18;159
19;108
20;36
17 April 2018;567
6;1
7;52
8;67
9;63
10;38
11;44
12;103
13;112
14;97
15;80
16;97
17;138
18;159
19;96
20;14
22;1
18 April 2018;545
6;2
7;51
8;57
9;47
10;59
11;70
12;119
13;124
14;65
15;106
16;71
17;110
18;141
19;100
20;27
22;1
19 April 2018;507
6;2
7;51
8;72
9;63
10;68
11;80
12;91
13;106
14;62
15;49
16;84
17;99
18;121
19;90
20;9
20 April 2018;500
6;3
7;55
8;82
9;67
10;55
11;49
12;96
13;90
14;98
15;67
16;79
17;103
18;98
19;93
20;11
21 April 2018;193
7;5
8;20
9;43
10;29
11;56
12;62
13;55
14;53
15;53
16;16
22 April 2018;186
7;1
8;24
9;34
10;40
11;45
12;60
13;47
14;66
15;52
16;21
23 April 2018;599
6;2
7;58
8;82
9;75
10;58
11;67
12;98
13;101
14;89
15;66
16;84
17;156
18;155
19;102
20;18
24 April 2018;602
6;12
7;66
8;79
9;74
10;54
11;64
12;111
13;119
14;89
15;83
16;109
17;120
18;146
19;103
20;16
25 April 2018;621
6;2
7;60
8;89
9;61
10;78
11;88
12;115
13;109
14;95
15;94
16;83
17;133
18;154
19;104
20;12
26 April 2018;534
4;1
6;1
7;57
8;89
9;68
10;62
11;65
12;94
13;106
14;88
15;76
16;83
17;88
18;111
19;87
20;10
22;1
27 April 2018;531
6;1
7;58
8;78
9;66
10;58
11;74
12;99
13;108
14;93
15;63
16;89
17;104
18;114
19;93
20;29
28 April 2018;277
7;1
8;34
9;54
10;60
11;62
12;64
13;61
14;46
15;42
16;47
17;38
18;38
19;25
20;6
29 April 2018;276
8;30
9;32
10;45
11;46
12;60
13;50
14;50
15;52
16;46
17;46
18;49
19;31
20;8
30 April 2018;632
6;6
7;66
8;95
9;75
10;43
11;56
12;94
13;103
14;77
15;59
16;80
17;134
18;177
19;122
20;72
21;43
22;3
01 May 2018;681
4;0
6;2
7;82
8;113
9;89
10;43
11;56
12;94
13;100
14;88
15;92
16;128
17;147
18;134
19;113
20;79
21;39
22;5
02 May 2018;664
7;57
8;87
9;69
10;63
11;79
12;108
13;108
14;85
15;98
16;80
17;127
18;133
19;116
20;67
21;47
22;3
03 May 2018;637
4;0
6;1
7;72
8;90
9;70
10;62
11;69
12;86
13;111
14;82
15;65
16;85
17;125
18;131
19;139
20;82
21;38
22;6
23;1
04 May 2018;603
6;2
7;53
8;89
9;74
10;49
11;60
12;123
13;95
14;104
15;95
16;111
17;138
18;119
19;91
20;51
21;22
22;6
05 May 2018;290
7;4
8;26
9;47
10;55
11;57
12;60
13;52
14;42
15;44
16;49
17;58
18;65
19;38
20;9
06 May 2018;286
8;21
9;41
10;53
11;56
12;60
13;49
14;39
15;40
16;41
17;40
18;73
19;57
20;5
07 May 2018;222
8;1
9;43
10;54
11;51
12;48
13;48
14;61
15;63
16;61
17;12
18;1
08 May 2018;674
6;1
7;65
8;82
9;79
10;49
11;52
12;90
13;101
14;91
15;79
16;119
17;129
18;142
19;129
20;98
21;61
22;8
09 May 2018;655
0;0
6;4
7;59
8;79
9;60
10;58
11;80
12;122
14;73
15;89
16;99
17;134
18;145
19;106
20;76
21;36
22;4
10 May 2018;642
6;7
7;54
8;71
9;53
10;44
11;70
12;99
13;107
14;69
15;75
16;105
17;152
18;146
19;124
20;103
21;40
22;6
11 May 2018;644
6;1
7;56
8;77
9;51
10;59
11;71
12;154
13;134
14;102
15;86
16;104
17;126
18;113
19;84
20;63
21;39
22;6
23;1
12 May 2018;342
7;4
8;28
9;61
10;59
11;64
12;52
13;65
14;55
15;54
16;69
17;74
18;68
19;43
20;11
22;1
13 May 2018;309
8;25
9;39
10;47
11;48
12;51
13;59
14;48
15;53
16;59
17;73
18;68
19;66
20;15
14 May 2018;764
6;2
7;67
8;100
9;88
10;52
11;83
12;112
13;107
14;90
15;83
16;117
17;185
18;168
19;152
20;94
21;49
22;3
15 May 2018;721
4;0
6;3
7;74
8;103
9;81
10;58
11;49
12;125
13;117
14;75
15;77
16;100
17;151
18;174
19;121
20;83
21;55
22;10
16 May 2018;628
4;0
6;3
7;61
8;75
9;44
10;51
11;101
12;127
13;137
14;89
15;87
16;79
17;125
18;126
19;95
20;67
21;33
22;9
17 May 2018;669
7;60
8;80
9;55
10;59
11;68
12;100
13;142
14;90
15;87
16;91
17;126
18;133
19;138
20;90
21;54
22;10
18 May 2018;656
6;10
7;46
8;90
9;68
10;56
11;81
12;126
13;133
14;103
15;75
16;95
17;115
18;117
19;101
20;74
21;40
22;4
19 May 2018;288
7;2
8;30
9;32
10;42
11;53
12;45
13;47
14;38
15;46
16;52
17;54
18;64
19;52
20;13
23;1
20 May 2018;292
7;8
8;22
9;39
10;53
11;37
12;55
13;46
14;51
15;42
16;67
17;60
18;63
19;49
20;6
23;0
21 May 2018;717
6;2
7;58
8;91
9;60
10;50
11;79
12;103
13;108
14;77
15;83
16;111
17;147
18;148
19;145
20;94
21;69
22;17
22 May 2018;683
6;1
7;71
8;102
9;86
10;52
11;51
12;101
13;113
14;94
15;95
16;124
17;144
18;148
19;99
20;78
21;37
22;3
23 May 2018;659
6;2
7;57
8;83
9;57
10;53
11;77
12;120
13;130
14;82
15;93
16;103
17;125
18;124
19;111
20;75
21;47
22;8
24 May 2018;599
3;0
4;0
6;6
7;46
8;71
9;43
10;40
11;51
12;97
13;133
14;77
15;74
16;85
17;125
18;128
19;129
20;72
21;44
22;2
25 May 2018;635
6;2
7;55
8;77
9;64
10;43
11;57
12;114
13;131
14;106
15;76
16;110
17;124
18;118
19;85
20;79
21;35
22;8
26 May 2018;285
7;4
8;34
9;47
10;43
11;50
12;48
13;49
14;37
15;58
16;60
17;63
18;45
19;32
20;7
27 May 2018;296
7;4
8;17
9;34
10;37
11;46
12;65
13;45
14;60
15;36
16;53
17;65
18;72
19;60
20;3
28 May 2018;247
8;1
9;29
10;49
11;42
12;51
13;59
14;44
15;74
16;98
17;39
29 May 2018;620
6;3
7;67
8;99
9;71
10;51
11;59
12;92
13;85
14;81
15;78
16;91
17;114
18;133
19;106
20;95
21;48
22;12
30 May 2018;647
6;2
7;45
8;73
9;66
10;59
11;83
12;114
13;104
14;98
15;87
16;88
17;139
18;135
19;101
20;66
21;43
22;6
31 May 2018;570
6;3
7;63
8;73
9;47
10;50
11;69
12;94
13;109
14;73
15;62
16;95
17;120
18;102
19;98
20;75
21;48
22;1
01 June 2018;593
6;1
7;48
8;60
9;61
10;43
11;51
12;122
13;126
14;114
15;68
16;90
17;109
18;113
19;88
20;65
21;40
22;11
02 June 2018;355
7;8
8;29
9;51
10;63
11;48
12;56
13;41
14;46
15;54
16;70
17;75
18;86
19;77
20;15
03 June 2018;280
7;5
8;19
9;27
10;41
11;40
12;61
13;44
14;47
15;56
16;52
17;62
18;72
19;61
20;11
04 June 2018;640
6;4
7;54
8;78
9;57
10;40
11;75
12;103
13;104
14;72
15;60
16;85
17;133
18;145
19;158
20;93
21;50
22;2
05 June 2018;624
6;3
7;53
8;83
9;50
10;35
11;48
12;99
13;110
14;94
15;83
16;108
17;126
18;140
19;92
20;84
21;52
22;6
06 June 2018;625
6;8
7;46
8;63
9;53
10;47
11;76
12;110
13;115
14;83
15;78
16;87
17;127
18;131
19;115
20;68
21;62
22;7
07 June 2018;570
6;7
7;59
8;77
9;45
10;53
11;53
12;86
13;95
14;72
15;62
16;70
17;98
18;120
19;109
20;89
21;54
22;12
08 June 2018;598
6;8
7;42
8;68
9;61
10;52
11;71
12;112
13;103
14;104
15;83
16;102
17;104
18;111
19;90
20;60
21;33
22;4
09 June 2018;281
7;3
8;20
9;52
10;56
11;50
12;48
13;42
14;41
15;40
16;51
17;57
18;64
19;51
20;10
10 June 2018;270
7;2
8;19
9;39
10;43
11;38
12;53
13;49
14;36
15;52
16;42
17;50
18;63
19;63
20;7
11 June 2018;617
6;3
7;50
8;71
9;56
10;34
11;61
12;102
13;117
14;104
15;77
16;101
17;127
18;118
19;123
20;76
21;27
22;1
12 June 2018;567
6;10
7;56
8;88
9;70
10;48
11;39
12;99
13;96
14;67
15;69
16;89
17;108
18;129
19;100
20;68
21;45
13 June 2018;600
6;3
7;52
8;66
9;52
10;57
11;71
12;100
13;113
14;86
15;63
16;87
17;127
18;124
19;108
20;71
21;45
22;3
14 June 2018;545
3;0
6;6
7;46
8;68
9;54
10;59
11;56
12;89
13;109
14;75
15;65
16;67
17;104
18;106
19;101
20;78
21;36
22;6
15 June 2018;558
6;7
7;44
8;68
9;70
10;63
11;60
12;125
13;89
14;91
15;57
16;84
17;122
18;124
19;66
20;52
21;26
22;7
16 June 2018;292
4;0
7;3
8;34
9;46
10;43
11;44
12;52
13;40
14;41
15;58
16;51
17;55
18;60
19;51
20;2
17 June 2018;243
7;1
8;13
9;26
10;34
11;41
12;65
13;38
14;34
15;49
16;49
17;55
18;62
19;41
20;4
18 June 2018;589
6;4
7;45
8;71
9;66
10;51
11;70
12;91
13;88
14;76
15;74
16;104
17;122
18;131
19;97
20;66
21;42
22;7
19 June 2018;580
6;6
7;53
8;69
9;58
10;55
11;50
12;101
13;93
14;72
15;85
16;112
17;121
18;114
19;85
20;61
21;44
22;5
20 June 2018;549
6;3
7;36
8;56
9;43
10;51
11;47
12;98
13;89
14;82
15;100
16;87
17;128
18;104
19;111
20;62
21;50
22;4
21 June 2018;535
4;0
6;9
7;49
8;77
9;59
10;48
11;56
12;88
13;95
14;67
15;62
16;92
17;109
18;102
19;87
20;57
21;34
22;6
22 June 2018;508
6;5
7;38
8;51
9;45
10;43
11;65
12;110
13;89
14;88
15;80
16;84
17;90
18;94
19;71
20;46
21;36
23 June 2018;232
7;6
8;19
9;39
10;44
11;52
12;46
13;35
14;32
15;40
16;40
17;58
18;39
19;26
20;10
24 June 2018;180
7;3
8;10
9;25
10;34
11;37
12;46
13;32
14;31
15;35
16;21
17;23
18;38
19;31
20;1
25 June 2018;493
6;4
7;40
8;62
9;60
10;39
11;55
12;89
13;7
14;39
15;46
16;84
17;120
18;109
19;98
20;56
21;34
22;4
26 June 2018;525
6;9
7;36
8;76
9;77
10;58
11;51
12;81
13;89
14;71
15;75
16;86
17;106
18;113
19;75
20;65
21;29
22;1
27 June 2018;488
6;11
7;45
8;57
9;45
10;49
11;53
12;94
13;91
14;66
15;52
16;58
17;104
18;101
19;86
20;48
21;34
22;6
28 June 2018;442
6;7
7;38
8;54
9;48
10;44
11;53
12;80
13;87
14;55
15;47
16;53
17;89
18;95
19;77
20;44
21;32
22;10
29 June 2018;416
6;4
7;36
8;59
9;57
10;37
11;33
12;75
13;66
14;71
15;45
16;63
17;95
18;94
19;66
20;38
21;23
22;4
30 June 2018;119
7;2
8;7
9;22
10;22
11;36
12;47
13;48
14;41
15;28
16;11
01 July 2018;120
7;1
8;10
9;18
10;21
11;33
12;34
13;41
14;44
15;43
16;17
17;0
02 July 2018;406
6;2
7;35
8;66
9;57
10;33
11;49
12;59
13;60
14;51
15;43
16;53
17;116
18;109
19;92
20;10
03 July 2018;404
6;1
7;34
8;67
9;46
10;48
11;33
12;80
13;79
14;50
15;37
16;65
17;97
18;115
19;50
20;6
21;2
22;1
04 July 2018;388
6;2
7;32
8;41
9;41
10;35
11;41
12;66
13;72
14;71
15;55
16;58
17;95
18;107
19;78
20;5
05 July 2018;409
3;0
6;1
7;55
8;68
9;54
10;48
11;55
12;79
13;81
14;55
15;56
16;46
17;76
18;88
19;62
20;19
21;1
06 July 2018;355
6;5
7;35
8;48
9;46
10;31
11;35
12;66
13;58
14;74
15;45
16;56
17;81
18;79
19;59
20;15
23;1
07 July 2018;131
7;4
8;18
9;20
10;25
11;29
12;29
13;41
14;50
15;35
16;14
22;1
08 July 2018;129
7;1
8;11
9;18
10;32
11;37
12;36
13;37
14;34
15;46
16;8
23;0
09 July 2018;426
6;5
7;38
8;64
9;55
10;51
11;55
12;65
13;73
14;53
15;46
16;70
17;107
18;97
19;80
20;25
10 July 2018;427
6;9
7;37
8;65
9;53
10;45
11;38
12;82
13;85
14;54
15;36
16;72
17;92
18;115
19;52
20;19
11 July 2018;392
6;5
7;38
8;52
9;40
10;49
11;51
12;91
13;88
14;60
15;46
16;60
17;87
18;71
19;45
20;13
12 July 2018;375
3;0
6;5
7;45
8;57
9;35
10;31
11;43
12;78
13;76
14;49
15;29
16;48
17;85
18;111
19;76
20;16
21;1
22;1
13 July 2018;384
3;0
6;5
7;32
8;45
9;53
10;40
11;36
12;64
13;57
14;59
15;52
16;59
17;86
18;103
19;77
20;26
14 July 2018;125
8;7
9;23
10;22
11;43
12;43
13;40
14;43
15;33
16;15
15 July 2018;133
3;0
7;1
8;7
9;18
10;27
11;35
12;42
13;42
14;38
15;41
16;17
22;1
16 July 2018;450
6;1
7;34
8;65
9;63
10;37
11;53
12;73
13;76
14;62
15;57
16;70
17;106
18;114
19;83
20;30
17 July 2018;416
6;1
7;37
8;70
9;54
10;45
11;47
12;68
13;76
14;48
15;46
16;78
17;87
18;105
19;83
20;12
18 July 2018;454
6;6
7;33
8;49
9;45
10;51
11;64
12;88
13;75
14;53
15;59
16;70
17;109
18;113
19;86
20;21
19 July 2018;418
6;10
7;40
8;62
9;40
10;31
11;39
12;86
13;94
14;62
15;46
16;63
17;97
18;108
19;75
20;11
20 July 2018;377
3;0
6;1
7;44
8;48
9;47
10;36
11;39
12;80
13;63
14;61
15;45
16;73
17;79
18;85
19;65
20;31
21 July 2018;126
0;0
7;2
8;14
9;18
10;28
11;37
12;40
13;35
14;38
15;40
16;11
22 July 2018;128
7;3
8;9
9;14
10;23
11;26
12;35
13;43
14;51
15;45
16;20
18;2
23 July 2018;474
6;1
7;40
8;67
9;58
10;33
11;62
12;83
13;73
14;62
15;43
16;81
17;135
18;130
19;95
20;35
24 July 2018;482
6;2
7;39
8;77
9;63
10;33
11;38
12;89
13;79
14;63
15;55
16;87
17;118
18;146
19;97
20;21
25 July 2018;422
6;2
7;34
8;44
9;38
10;46
11;53
12;79
13;83
14;55
15;50
16;59
17;101
18;109
19;73
20;24
26 July 2018;398
6;3
7;46
8;65
9;35
10;40
11;42
12;71
13;82
14;45
15;56
16;72
17;102
18;103
19;58
20;12
27 July 2018;363
3;0
6;1
7;46
8;58
9;50
10;31
11;40
12;64
13;48
14;60
15;37
16;65
17;79
18;86
19;69
20;13
28 July 2018;123
2;0
7;5
8;10
9;21
10;27
11;36
12;38
13;31
14;38
15;40
16;15
29 July 2018;121
7;4
8;12
9;8
10;19
11;25
12;36
13;46
14;52
15;53
16;5
30 July 2018;446
3;0
6;6
7;40
8;74
9;54
10;43
11;59
12;64
13;74
14;59
15;53
16;76
17;123
18;110
19;85
20;14
22;1
31 July 2018;467
4;0
6;3
7;33
8;52
9;48
10;44
11;42
12;85
13;82
14;64
15;58
16;85
17;120
18;153
19;93
20;28
22;1
01 August 2018;419
4;1
6;8
7;29
8;55
9;34
10;46
11;56
12;94
13;94
14;60
15;62
16;72
17;105
18;103
19;71
20;11
02 August 2018;423
6;2
7;45
8;60
9;38
10;44
11;49
12;94
13;91
14;58
15;48
16;64
17;95
18;105
19;61
20;4
03 August 2018;376
6;1
7;39
8;46
9;51
10;32
11;41
12;67
13;65
14;63
15;42
16;56
17;90
18;97
19;67
20;28
04 August 2018;115
7;2
8;10
9;20
10;26
11;34
12;35
13;28
14;37
15;30
16;16
05 August 2018;145
7;3
8;14
9;15
10;21
11;33
12;33
13;53
14;59
15;58
16;24
06 August 2018;413
3;0
6;1
7;40
8;52
9;49
10;36
11;46
12;68
13;69
14;62
15;48
16;68
17;99
18;131
19;93
20;10
07 August 2018;456
6;6
7;43
8;63
9;44
10;36
11;40
12;98
13;86
14;53
15;50
16;79
17;96
18;135
19;92
20;35
21;0
08 August 2018;427
6;2
7;28
8;40
9;41
10;29
11;53
12;81
13;85
14;57
15;68
16;68
17;117
18;113
19;81
20;18
09 August 2018;358
5;1
6;1
7;34
8;48
9;27
10;38
11;31
12;87
13;88
14;46
15;31
16;60
17;83
18;104
19;69
20;6
10 August 2018;381
3;0
6;6
7;35
8;52
9;47
10;37
11;49
12;93
13;71
14;65
15;44
16;58
17;80
18;91
19;67
20;8
11 August 2018;108
7;2
8;10
9;20
10;25
11;27
12;34
13;34
14;41
15;34
16;8
12 August 2018;138
7;3
8;12
9;17
10;17
11;35
12;40
13;50
14;60
15;53
16;18
13 August 2018;425
3;0
7;34
8;52
9;48
10;27
11;49
12;80
13;76
14;64
15;51
16;64
17;109
18;108
19;80
20;10
14 August 2018;414
6;2
7;32
8;50
9;40
10;27
11;37
12;82
13;83
14;53
15;43
16;72
17;97
18;134
19;78
20;8
22;0
15 August 2018;438
0;0
3;0
6;2
7;29
8;52
9;32
10;37
11;54
12;87
13;86
14;63
15;54
16;65
17;127
18;133
19;81
20;25
22;0
16 August 2018;356
3;0
6;3
7;37
8;50
9;35
10;33
11;43
12;66
13;81
14;45
15;34
16;53
17;85
18;100
19;77
20;10
21;0
23;0
17 August 2018;377
4;0
6;2
7;38
8;58
9;47
10;31
11;31
12;78
13;60
14;67
15;44
16;59
17;85
18;91
19;62
20;27
18 August 2018;119
7;1
8;10
9;14
10;27
11;36
12;49
13;34
14;44
15;28
16;4
19 August 2018;144
7;2
8;12
9;21
10;29
11;29
12;43
13;47
14;61
15;63
16;14
20 August 2018;370
6;1
7;30
8;53
9;54
10;25
11;46
12;62
13;65
14;48
15;43
16;64
17;86
18;101
19;85
20;6
21 August 2018;422
6;4
7;39
8;56
9;51
10;30
11;37
12;89
13;89
14;59
15;41
16;72
17;99
18;122
19;76
20;25
22 August 2018;402
6;1
7;34
8;52
9;46
10;42
11;44
12;79
13;78
14;53
15;54
16;67
17;105
18;104
19;72
20;15
23 August 2018;356
3;0
6;2
7;31
8;46
9;42
10;29
11;30
12;71
13;89
14;47
15;35
16;45
17;87
18;98
19;86
20;14
24 August 2018;316
6;2
7;34
8;49
9;36
10;28
11;28
12;71
13;55
14;63
15;38
16;43
17;71
18;77
19;60
20;15
23;0
25 August 2018;104
7;3
8;9
9;16
10;16
11;31
12;33
13;24
14;47
15;35
16;6
26 August 2018;108
7;1
8;12
9;18
10;19
11;34
12;33
13;37
14;46
15;31
16;13
22;0
27 August 2018;125
8;5
9;16
10;19
11;31
12;31
13;29
14;34
15;49
16;55
17;17
28 August 2018;386
6;1
7;27
8;45
9;36
10;24
11;21
12;59
13;59
14;49
15;53
16;78
17;93
18;119
19;89
20;27
29 August 2018;376
2;0
6;4
7;28
8;44
9;32
10;42
11;47
12;73
13;68
14;48
15;47
16;55
17;106
18;113
19;68
20;18
30 August 2018;367
6;2
7;37
8;60
9;34
10;32
11;29
12;77
13;91
14;40
15;35
16;59
17;86
18;103
19;87
20;4
31 August 2018;106
6;1
7;9
8;8
9;12
10;7
11;9
12;35
13;14
14;20
15;6
16;11
17;17
18;14
19;7
20;1
01 September 2018;73
8;8
9;11
10;22
11;15
12;27
13;13
14;17
15;19
16;3
02 September 2018;101
7;3
8;10
9;5
10;15
11;21
12;24
13;18
14;30
15;33
16;5
03 September 2018;354
6;2
7;27
8;59
9;46
10;28
11;43
12;73
13;68
14;51
15;30
16;48
17;77
18;88
19;63
20;23
04 September 2018;367
6;3
7;32
8;46
9;35
10;24
11;28
12;79
13;76
14;49
15;38
16;62
17;81
18;121
19;70
20;28
05 September 2018;367
6;2
7;24
8;55
9;43
10;35
11;52
12;89
13;64
14;46
15;43
16;49
17;79
18;88
19;66
20;20
06 September 2018;343
4;0
6;4
7;40
8;49
9;35
10;40
11;30
12;65
13;75
14;45
15;42
16;54
17;97
18;89
19;63
20;9
07 September 2018;226
2;0
6;3
7;14
8;24
9;37
10;15
11;24
12;58
13;38
14;40
15;19
16;29
17;58
18;57
19;34
20;3
08 September 2018;107
8;13
9;27
10;27
11;33
12;29
13;24
14;23
15;26
16;8
09 September 2018;123
7;1
8;9
9;18
10;27
11;31
12;43
13;37
14;41
15;23
16;14
10 September 2018;365
6;6
7;28
8;47
9;41
10;31
11;58
12;59
13;72
14;52
15;39
16;58
17;93
18;83
19;57
20;11
11 September 2018;334
3;1
6;3
7;26
8;46
9;35
10;32
11;32
12;79
13;52
14;47
15;31
16;55
17;66
18;94
19;52
20;9
12 September 2018;328
6;2
7;28
8;58
9;40
10;30
11;36
12;61
13;52
14;50
15;38
16;47
17;86
18;65
19;54
20;11
13 September 2018;301
7;32
8;40
9;27
10;32
11;27
12;63
13;74
14;43
15;28
16;36
17;53
18;71
19;64
20;9
14 September 2018;306
7;28
8;39
9;40
10;28
11;34
12;71
13;45
14;45
15;37
16;65
17;83
18;81
19;39
20;13
15 September 2018;98
7;1
8;9
9;23
10;27
11;29
12;34
13;23
14;27
15;22
16;5
16 September 2018;87
7;2
8;16
9;16
10;22
11;24
12;29
13;34
14;22
15;21
16;5
17;1
17 September 2018;349
3;0
6;2
7;26
8;53
9;37
10;29
11;61
12;68
13;65
14;44
15;41
16;44
17;76
18;84
19;58
20;26
23;0
18 September 2018;347
1;0
6;2
7;36
8;43
9;48
10;21
11;19
12;60
13;64
14;51
15;37
16;47
17;96
18;86
19;68
20;14
19 September 2018;361
6;4
7;36
8;47
9;41
10;36
11;56
12;72
13;89
14;34
15;47
16;53
17;81
18;70
19;43
20;13
20 September 2018;275
6;1
7;27
8;33
9;27
10;27
11;42
12;48
13;61
14;38
15;31
16;36
17;63
18;81
19;47
20;8
21 September 2018;334
6;1
7;30
8;49
9;39
10;25
11;33
12;81
13;68
14;57
15;38
16;42
17;76
18;87
19;46
20;17
22 September 2018;99
7;3
8;9
9;19
10;34
11;29
12;33
13;27
14;25
15;16
16;8
23 September 2018;88
7;1
8;6
9;19
10;20
11;24
12;21
13;23
14;29
15;17
16;10
24 September 2018;447
7;29
8;57
9;58
10;42
11;51
12;91
13;100
14;71
15;59
16;59
17;99
18;118
19;62
20;30
22;1
25 September 2018;451
3;0
4;1
6;2
7;45
8;60
9;58
10;43
11;41
12;92
13;84
14;68
15;69
16;71
17;107
18;98
19;90
20;14
22;1
26 September 2018;430
4;1
6;3
7;37
8;54
9;53
10;32
11;55
12;89
13;81
14;73
15;65
16;64
17;96
18;93
19;77
20;22
27 September 2018;384
6;4
7;28
8;42
9;54
10;49
11;62
12;65
13;66
14;53
15;46
16;56
17;94
18;97
19;66
20;20
28 September 2018;395
6;3
7;39
8;43
9;54
10;37
11;52
12;98
13;66
14;87
15;56
16;75
17;85
18;90
19;55
20;7
29 September 2018;216
4;0
7;2
8;16
9;23
10;37
11;44
12;45
13;47
14;51
15;42
16;54
17;44
18;30
19;20
20;4
30 September 2018;274
7;6
8;23
9;57
10;54
11;66
12;53
13;45
14;53
15;62
16;47
17;34
18;32
19;23
20;4
01 October 2018;676
6;2
7;49
8;93
9;84
10;64
11;88
12;94
13;108
14;88
15;97
16;120
17;175
18;149
19;80
20;73
21;19
22;12
02 October 2018;717
6;2
7;57
8;85
9;74
10;76
11;66
12;107
13;105
14;109
15;104
16;120
17;154
18;131
19;117
20;86
21;29
22;5
03 October 2018;718
3;0
6;2
7;56
8;98
9;73
10;77
11;99
12;147
13;136
14;83
15;103
16;76
17;83
18;92
19;49
20;41
21;22
22;10
23;1
04 October 2018;790
6;3
7;69
8;101
9;65
10;51
11;70
12;132
13;129
14;107
15;95
16;128
17;183
18;185
19;135
20;116
21;38
22;15
23;0
05 October 2018;740
4;0
5;1
6;1
7;59
8;91
9;77
10;62
11;99
12;126
13;105
14;112
15;108
16;150
17;153
18;148
19;91
20;70
21;26
22;14
06 October 2018;417
7;3
8;25
9;65
10;61
11;76
12;78
13;75
14;62
15;51
16;107
17;76
18;82
19;51
20;28
07 October 2018;378
7;2
8;20
9;36
10;66
11;57
12;71
13;63
14;55
15;49
16;58
17;89
18;96
19;80
20;12
08 October 2018;945
6;2
7;65
8;104
9;81
10;60
11;82
12;122
13;141
14;122
15;119
16;160
17;221
18;266
19;171
20;127
21;39
22;8
09 October 2018;928
6;3
7;104
8;137
9;96
10;92
11;96
12;153
13;160
14;137
15;127
16;155
17;183
18;147
19;142
20;126
21;60
22;9
10 October 2018;844
6;4
7;58
8;102
9;74
10;64
11;115
12;195
13;174
14;142
15;139
16;137
17;157
18;142
19;92
20;79
21;54
22;8
11 October 2018;763
6;8
7;63
8;87
9;63
10;66
11;68
12;119
13;124
14;105
15;90
16;133
17;159
18;176
19;135
20;109
21;40
22;21
12 October 2018;784
6;5
7;63
8;89
9;67
10;54
11;93
12;148
13;123
14;99
15;69
16;129
17;185
18;198
19;124
20;99
21;44
22;19
13 October 2018;393
1;0
6;1
7;2
8;34
9;56
10;57
11;76
12;79
13;77
14;51
15;42
16;103
17;65
18;79
19;54
20;21
14 October 2018;407
7;2
8;24
9;34
10;43
11;42
12;64
13;56
14;59
15;68
16;94
17;117
18;98
19;79
20;19
15 October 2018;919
6;9
7;53
8;94
9;74
10;50
11;83
12;109
13;126
14;132
15;110
16;148
17;207
18;223
19;192
20;134
21;82
22;24
16 October 2018;917
3;0
6;7
7;91
8;126
9;93
10;66
11;72
12;155
13;160
14;123
15;109
16;155
17;157
18;177
19;154
20;138
21;59
22;21
17 October 2018;805
6;9
7;56
8;76
9;61
10;63
11;94
12;168
13;148
14;139
15;111
16;133
17;187
18;159
19;105
20;83
21;41
22;17
18 October 2018;735
6;7
7;65
8;87
9;72
10;71
11;70
12;103
13;128
14;79
15;67
16;109
17;168
18;176
19;137
20;113
21;67
22;23
23;1
19 October 2018;803
4;1
6;4
7;83
8;95
9;83
10;63
11;73
12;147
13;135
14;112
15;83
16;102
17;185
18;194
19;123
20;108
21;49
22;22
20 October 2018;360
4;1
7;1
8;23
9;40
10;64
11;61
12;67
13;58
14;59
15;61
16;93
17;57
18;73
19;45
20;18
21 October 2018;386
7;2
8;16
9;29
10;39
11;49
12;64
13;65
14;78
15;62
16;68
17;94
18;102
19;85
20;36
22 October 2018;897
6;7
7;81
8;111
9;82
10;69
11;82
12;126
13;119
14;102
15;104
16;112
17;179
18;226
19;150
20;160
21;72
22;35
23 October 2018;832
6;3
7;80
8;115
9;65
10;70
11;61
12;130
13;120
14;96
15;84
16;128
17;174
18;169
19;133
20;138
21;71
22;4
24 October 2018;862
6;7
7;56
8;78
9;76
10;77
11;102
12;185
13;171
14;142
15;146
16;133
17;148
18;155
19;110
20;92
21;61
22;28
25 October 2018;767
4;0
6;3
7;60
8;91
9;57
10;61
11;64
12;105
13;115
14;79
15;86
16;125
17;181
18;204
19;148
20;102
21;53
22;35
26 October 2018;783
6;6
7;62
8;80
9;79
10;48
11;83
12;155
13;132
14;102
15;92
16;119
17;158
18;188
19;121
20;115
21;53
22;26
23;1
27 October 2018;375
2;0
7;4
8;35
9;43
10;61
11;77
12;70
13;64
14;49
15;55
16;88
17;72
18;88
19;54
20;25
28 October 2018;396
7;2
8;24
9;38
10;40
11;43
12;51
13;51
14;67
15;69
16;76
17;111
